qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Your_last_fief_was_c|Votre dernier fief a été capturé et vous avez perdu les deux tiers de votre trésorerie
qstr_The_Library_improved|The Library improved your renown.{***};;;;
qstr_Merchants_guild_add_|Merchants guild add prosperity to your town/s.{***};;;;
qstr_During_today_s_train|During today's training, you were accidentally injured. While the wounds aren't severe, it may take some time for them to heal.{***};;;;
qstr_Training_accident:|Training accident:{***};;;;
qstr_Today_you_awoke_with|Today, you awoke with horrible toothache and now you can no longer hide the pain.{***};;;;
qstr_Toothache:|Toothache:{***};;;;
qstr_You_slipped_on_wet_g|You slipped on wet ground and managed to injure yourself.{***};;;;
qstr_Injured.|Injured.{***};;;;
qstr_You_happen_across_an|You happen across an abandoned house. You find some loot inside.{***};;;;
qstr_Abandoned_house.|Abandoned house.{***};;;;
qstr_The_adventure_life_i|The adventure, life in the field, the constant training makes you feel strong and well. You are ready to face any challenge.{***};;;;
qstr_Heal_improved:|Heal improved:{***};;;;
qstr_Whilst_clambering_in|Whilst clambering in the bushes to take a shit you see a small bag. Inside the bag you find 300 cerfs d'argent.{***};;;;
qstr_Found_Gold_bag:|Found Gold bag:{***};;;;
qstr_You_see_a_small_shin|You see a small shiny object on the ground in front of you. Thinking it to be something of use it turns out to be a worthless piece of metal.{***};;;;
qstr_Found_some_crap:|Found some crap:{***};;;;
qstr_Your_water_reserves_|Your water reserves have been contaminated and must now be rationed until you reach the next town.{***};;;;
qstr_Water_Reserves_conta|Water Reserves contaminated.{***};;;;
qstr_Ditched_in_a_field_w|Ditched in a field with only one wheel you find an abandoned wagon full of mead. You tell your men they will drink well tonight.{***};;;;
qstr_Wagon_of_Mead.|Wagon of Mead.{***};;;;
qstr_Loyalist_supporters_|Loyalist supporters from a nearby village have gathered a bounty of food for your troops.{***};;;;
qstr_Bounty_of_food.|Bounty of food.{***};;;;
qstr_You_find_a_group_of_|You find a group of men lying dead on the road ahead of you. Searching the bodies you find 200 cerfs d'argent.{***};;;;
qstr_Minor_accident:|Minor accident:{***};;;;
qstr_The_defected_kingdom|The defected kingdoms seem calm and your reports will confirm that there is no rebellion plot.{***};;;;
qstr__Possible_Rebellion_|(Possible Rebellion) Rumours say that {s14} is still alive.{***};;;;
qstr__Possible_Rebellion__|(Possible Rebellion) Rumours say that {s14} meets in secret with his faithful.{***};;;;
qstr__Possible_Rebellion__R|(Possible Rebellion) Rumours say that people favour the restoration of {s14}.{***};;;;
qstr__Possible_Rebellion__Ru|(Possible Rebellion) Rumours say that {s14} is gathering an army to regain his throne.{***};;;;
qstr__Possible_Rebellion__Rum|(Possible Rebellion) Rumours say that {s14} is stockpiling weapons and is seeking support among the people.{***};;;;
qstr_You_caught_some_fish|Vous avez attrapé du poisson.
qstr_Due_to_insufficient_|Vous n'avez pas assez de place et avez relaché le poisson.
qstr_All_you_caught_were_|Vous n'avez attrapé que des algues.
qstr_Your_mercenary_capta|Your mercenary captain kills his prisoners so he can move faster.{***};;;;
qstr_{s21}_the_King_of_th|{s21} the King of the Seven Kingdoms is insulted by your refusal of his invitation.{***};;;;
qstr_{s21}_is_insulted_by|{s21} est insulté par votre refus de son invitation.
qstr_The_tournament_in_{s|Le tournoi à {s31} s'est terminé.
qstr_Quest_ended_due_to_{|La quête s'est terminée du à l'hostilité de {s31}.
qstr_A_raven_has_delivere|A raven has delivered a message{***};;;;
qstr_Rumour_of_the_Road|Rumour of the Road{***};;;;
qstr_Maesters_in_various_|Maesters in various castles can treat the wounds for a price, after which they will heal within a few days. Any negative effects will then be removed.{***};;;;
qstr_You_are_wounded|You are wounded{***};;;;
qstr_{s1}You_have_only_on|{s1}You have only one day left to take care of {reg7} of your injuries. Visit a maester to do so.^^{***};;;;
qstr_{s1}{reg7}_of_your_i|{s1}{reg7} of your injuries {reg8?have:has} become permanent because {reg8?they haven't been:it wasn't} tended.^^{***};;;;
qstr_{s1}{reg7}_of_your_w|{s1}{reg7} of your wounds {reg8?are:is} cured, and your related abilities aren't limited any more.{***};;;;
qstr_Wound_Report|Wound Report{***};;;;
qstr_A_ship_has_been_buil|A ship has been built for you in {s0}.{***};;;;
qstr_Ship_finished|Ship finished{***};;;;
qstr_There_are_too_many_m|There are too many men in your settlement. Some of them became unhappy and deserted!{***};;;;
qstr_Settlement_Garrison|Settlement Garrison{***};;;;
qstr_You_receive_a_raven_|You receive a raven explaining that the trainer at {s1} has completed his task.{***};;;;
qstr_{s0}_has_recovered_f|{s0} has recovered from being raided.{***};;;;
qstr_Ser_Janis_Lyren_has_|Ser Janis Lyren has joined your party.{***};;;;
qstr_You_are_near_to_the_|You are near to the enemy's realm, the speed of your party has been greatly reduced!{***};;;;
qstr_Whilst_travelling_in|Whilst travelling in the far north the cold is more prominent. As a result your men will consume more food.{***};;;;
qstr_Whilst_in_the_most_n|Whilst in the most northern parts of Westeros, you can feel the cold across your skin. It makes the hairs on your body stand to attention.{***};;;;
qstr_You_can_feel_the_bea|You can feel the beating heat from the sun as you travel the hottest parts of Westeros.{***};;;;
qstr_Checking_rejoin_of_{|Checking rejoin of {s10} days on mission: {reg0}{***};;;;
qstr_The_released_prisone|The released prisoners were not to be trusted and they are preparing to attack you!{***};;;;
qstr_The_released_prisoner|The released prisoners scattered as soon as the battle finished. You will not be seeing them again.{***};;;;
qstr_Notice!|Attention!
qstr_The_released_prisoners|The released prisoners have remained loyal and will join your party{***};;;;
qstr_You_have_{reg0}_days_|Dans {reg0} jours, vous serez officiellement déclaré déserteur!
qstr_You_have_now_been_de|You have now been declared as a deserter!{***};;;;
qstr_Your_troops_feel_ref|Your troops feel refreshed from the night's rest.{***};;;;
qstr_Your_men_need_rest_o|Your men need rest or their morale will suffer.{***};;;;
qstr_Your_men_urgently_ne|Your men urgently need rest or their morale will suffer.{***};;;;
qstr_You_must_visit_your_|You must visit your spouse. Your baby has been born.{***};;;;
qstr_Your_baby_has_grown_|Your baby has grown into a young boy.{***};;;;
qstr_Your_baby_has_grown_i|Your baby has grown into a young girl.{***};;;;
qstr_Your_child_has_grown|Your child has grown into a young man.{***};;;;
qstr_Your_child_has_grown_|Your child has grown into a young woman.{***};;;;
qstr_Foragers|Foragers{***};;;;
qstr_Scouts|Scouts{***};;;;
qstr_{reg65?my_Lady:my_Lo|{reg65?madame:monseigneur}
qstr_{reg65?My_Lady:My_Lo|{reg65?Madame:Monseigneur}
qstr_{reg65?madame:ser}|{reg65?madame:monsieur}
qstr_{reg65?Madame:Ser}|{reg65?Madame:Monsieur}
qstr_Dire_Wolf|Dire Wolf{***};;;;
qstr_Dog|Dog{***};;;;
qstr_Welcome_{reg59?lady:|Welcome, {reg59?lady:ser}.I am the shipwright here. {***};;;;
qstr_Welcome_{reg59?lady:l|Welcome, {reg59?lady:lord} {playername}.{***};;;;
qstr_Welcome_{reg59?madam|Welcome, {reg59?madame:ser}.{***};;;;
qstr_Welcome.|Welcome.{***};;;;
qstr_Your_ship_is_in_a_ba|Your ship is in a bad condition. You should consider repairing it here in my shipyard.{***};;;;
qstr_The_{s7}_is_the_most|The {s7} is the most glorious ship I have ever seen. It is a great honour, my {reg59?lady:lord}, to have her here in our port.{***};;;;
qstr_Your_ship_is_of_poor|Your ship is of poor quality. You may want to consider buying a better ship from me.{***};;;;
qstr_That_s_a_decent_ship|That's a decent ship you have there.{***};;;;
qstr_Your_ship_the_{s7}_i|Your ship, the {s7}, is marvellous. My workers could apply some fresh varnish and paint if you like.{***};;;;
qstr_The_{s7}_is_a_wonder|The {s7} is a wonderful ship. I'm happy to see her in my port.{***};;;;
qstr_{s2}_{s3}|{s2} {s3}{***};;;;
qstr_You_are_already_in_{|You are already in {s1}.{***};;;;
qstr__and_your_troops| and your troops{***};;;;
qstr_There_is_a_ship_that|There is a ship that can bring you{s3} to the port of {s1} for {reg1} stags.{***};;;;
qstr_I_changed_my_mind.|I changed my mind.{***};;;;
qstr_For_a_ship_of_this_s|For a ship of this size, I don't have enough timber, furs and wool, so I need you to bring these extra items. {***};;;;
qstr__Relation:_{reg0}| Relation: {reg0}{***};;;;
qstr_{s12}I_want_to_plund|{s12}I want to plunder and retain {s1} under our control. {s2}{***};;;;
qstr__no_fiefs_|(pas de fief)
qstr__fiefs:_{s0}_|(fiefs: {s0})
qstr_Lord_Varys_requires_|Lord Varys requires that you get in contact with an agent of his in {s22} in Dorne. After the exchange of code-phrases, the agent will give you a coded message which you are to return to Lord Varys as soon as possible.{***};;;;
qstr_Lord_Varys_asked_you|Lord Varys asked you to follow the spy that will leave King's Landing. Be careful not to let the spy see you on the way, or he may get suspicious and turn back. Once the spy meets with his accomplice, you are to capture them and bring them back to the Spymaster. Be very careful not to kill them in the process.{***};;;;
qstr_Lord_Varys_has_reque|Lord Varys has requested that you destroy a large group of hedge knights camping around {s22}.{***};;;;
qstr_Lord_Varys_has_reques|Lord Varys has requested he would like you to find a dozen Skilled Bravos and deliver them to him. Some of them can be found looking for work in taverns.{***};;;;
qstr_Lord_Varys_has_request|Lord Varys has requested that you meet him behind the Great Sept of Baelor atop Visenya's Hill to discuss some intriguing matters.{***};;;;
qstr_Lord_Varys_has_asked|Lord Varys has asked you to deliver a message to Ellaria Sand. You can find her at the {s23}.{***};;;;
qstr_Quest_updated:_The_M|Quest updated: The Message{***};;;;
qstr_Lord_Varys_has_asked_|Lord Varys has asked you to deliver a message to Doran Martell, the actual ruler of Dorne. You can find him at the {s23}.{***};;;;
qstr_You_have_paid_9000_S|You have paid 9,000 cerfs d'argent.{***};;;;
qstr_You_ve_received_9_po|You've received 9 pots of Wildfire.{***};;;;
qstr_You_have_paid_5000_s|You have paid 5,000 cerfs d'argent to Ser Bartimus.{***};;;;
qstr_You_have_received_10|You have received 10 White Harbour Knights.{***};;;;
qstr_You_have_paid_6000_s|You have paid 6,000 cerfs d'argent to Ser Vortimer Crane.{***};;;;
qstr_You_have_received_10_|You have received 10 Tyrell House Guardsmen.{***};;;;
qstr_You_have_paid_6000_si|You have paid 6,000 cerfs d'argent.{***};;;;
qstr_You_have_received_9_|You have received 9 Queen's Men{***};;;;
qstr_You_have_paid_10000_|You have paid 10,000 cerfs d'argent.{***};;;;
qstr_A_Faceless_Man_has_j|A Faceless Man has joined your party.{***};;;;
qstr_You_have_paid_5000_si|You have paid 5,000 cerfs d'argent.{***};;;;
qstr_You_have_received_10_K|You have received 10 Kraken Guards.{***};;;;
qstr_15_Gold_cloaks_have_|15 Gold cloaks have been added to the Garrison.{***};;;;
qstr_You_have_paid_5000_sil|You have paid 5,000 cerfs d'argent to Steelshanks.{***};;;;
qstr_You_have_received_40|You have received 40 Bolton Levies.{***};;;;
qstr_You_have_paid_5000_silv|You have paid 5,000 cerfs d'argent to Ser Rodrik Cassel.{***};;;;
qstr_You_have_received_40_|You have received 40 Stark Levies.{***};;;;
qstr_You_have_paid_5000_silve|You have paid 5,000 cerfs d'argent to Ser Cregan Karstark.{***};;;;
qstr_You_have_received_40_K|You have received 40 Karstark Levies.{***};;;;
qstr_You_have_paid_5000_silver|You have paid 5,000 cerfs d'argent to Ser Franklyn Frey.{***};;;;
qstr_You_have_received_40_F|You have received 40 Frey Levies.{***};;;;
qstr_You_have_paid_5000_silver_|You have paid 5,000 cerfs d'argent to Ser Benedict Broom.{***};;;;
qstr_You_have_received_40_L|You have received 40 Lannister Levies.{***};;;;
qstr_Ser_Janis_Lyren_has_a|Ser Janis Lyren has asked you to help find his ancestral home somewhere in or around Essos. He says you will need some tools, at least 50 men and 10,000 cerfs d'argent to rebuild it. Be wary of slavers and pirates near to the castle.{***};;;;
qstr_You_have_now_learnt_|You have now learnt how to read.{***};;;;
qstr_You_have_paid_2500_s|You have paid 2,500 cerfs d'argent to Novice Mollander.{***};;;;
qstr_It_s_the_infamous_cr|It's the infamous criminal, {playername}. Men, we'll arrest this varmint, prepare for battle!{***};;;;
qstr_Foolish_of_you_to_ge|Foolish of you to get caught like this, {playername}.  Now you shall feel the full wrath of the Brotherhood.{***};;;;
